	#ALIMENTADOR	ALIM_NRO	ME_PSEUDO	ME_TIPO	ME_NOMBRE	ME_ORDEN	UT_TPLNR	UT_TXT	UT_OBJECTNAMEID	UT_TIPO	SPRID	CAPTION	SECUENCIA
230484	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL225	PIQUETE AL225	5580255	PIQUETE_MT	408	Poste de Madera de M.T.	43
230485	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL207	PIQUETE AL207	5580195	PIQUETE_MT	408	Poste de Madera de M.T.	44
230486	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580196	VANO 3x25 Al. H	5580196	LAMT	1089	LAMT 13,2 kV	45
230487	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580256	VANO 3x25 Al. H	5580256	LAMT	1089	LAMT 13,2 kV	46
230488	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL226	PIQUETE AL226	5580258	PIQUETE_MT	408	Poste de Madera de M.T.	47
230489	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL208	PIQUETE AL208	5580198	PIQUETE_MT	408	Poste de Madera de M.T.	48
230490	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580199	VANO 3x25 Al. H	5580199	LAMT	1089	LAMT 13,2 kV	49
230491	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580259	VANO 3x25 Al. H	5580259	LAMT	1089	LAMT 13,2 kV	50
230492	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL227	PIQUETE AL227	5580261	PIQUETE_MT	408	Poste de Madera de M.T.	51
230493	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL209	PIQUETE AL209	5580201	PIQUETE_MT	408	Poste de Madera de M.T.	52
230494	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580202	VANO 3x25 Al. H	5580202	LAMT	1089	LAMT 13,2 kV	53
230495	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580262	VANO 3x25 Al. H	5580262	LAMT	1089	LAMT 13,2 kV	54
230496	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL228	PIQUETE AL228	5580264	PIQUETE_MT	408	Poste de Madera de M.T.	55
230497	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL210	PIQUETE AL210	5580204	PIQUETE_MT	408	Poste de Madera de M.T.	56
230498	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580205	VANO 3x25 Al. H	5580205	LAMT	1089	LAMT 13,2 kV	57
230499	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580266	VANO 3x25 Al. H	5580266	LAMT	1089	LAMT 13,2 kV	58
230500	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL211	PIQUETE AL211	5580207	PIQUETE_MT	408	Poste de Madera de M.T.	60
230501	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580210	VANO 3x25 Al. H	5580210	LAMT	1089	LAMT 13,2 kV	61
230502	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL212	PIQUETE AL212	5580212	PIQUETE_MT	408	Poste de Madera de M.T.	62
230503	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580213	VANO 3x25 Al. H	5580213	LAMT	1089	LAMT 13,2 kV	63
230504	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL213	PIQUETE AL213	5580215	PIQUETE_MT	408	Poste de Madera de M.T.	64
230505	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580216	VANO 3x25 Al. H	5580216	LAMT	1089	LAMT 13,2 kV	65
230506	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL214	PIQUETE AL214	5580218	PIQUETE_MT	408	Poste de Madera de M.T.	66
230507	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580219	VANO 3x25 Al. H	5580219	LAMT	1089	LAMT 13,2 kV	67
230508	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL215	PIQUETE AL215	5580221	PIQUETE_MT	408	Poste de Madera de M.T.	68
230509	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580222	VANO 3x25 Al. H	5580222	LAMT	1089	LAMT 13,2 kV	69
230510	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL216	PIQUETE AL216	5580224	PIQUETE_MT	408	Poste de Madera de M.T.	70
230511	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580225	VANO 3x25 Al. H	5580225	LAMT	1089	LAMT 13,2 kV	71
230512	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL217	PIQUETE AL217	5580227	PIQUETE_MT	408	Poste de Madera de M.T.	72
230513	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580228	VANO 3x25 Al. H	5580228	LAMT	1089	LAMT 13,2 kV	73
230514	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL218	PIQUETE AL218	5580230	PIQUETE_MT	408	Poste de Madera de M.T.	74
230515	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580231	VANO 3x25 Al. H	5580231	LAMT	1089	LAMT 13,2 kV	75
230516	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL219	PIQUETE AL219	5580233	PIQUETE_MT	408	Poste de Madera de M.T.	76
230517	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580234	VANO 3x25 Al. H	5580234	LAMT	1089	LAMT 13,2 kV	77
230518	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL220	PIQUETE AL220	5580236	PIQUETE_MT	408	Poste de Madera de M.T.	78
230519	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580237	VANO 3x25 Al. H	5580237	LAMT	1089	LAMT 13,2 kV	79
230520	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	AL221	PIQUETE AL221	5580239	PIQUETE_MT	408	Poste de Madera de M.T.	80
230521	88358214	13212A	MM5580138	DEPENDIENTE	MEL-13153-9|13155-9|13257-9|K13.65MO|	31	5580241	VANO 3x25 Al. H	5580241	LAMT	1089	LAMT 13,2 kV	81
230522	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	71088076	VANO 3x50 Al. H	71088076	LAMT	1089	LAMT 13,2 kV	1
230523	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	AL812	PIQUETE AL812	5580283	PIQUETE_MT	422	Poste de H.A. de M.T.	2
230524	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	5580284	VANO 3x50 Al. H	5580284	LAMT	1089	LAMT 13,2 kV	3
230525	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	AL811	PIQUETE AL811	5580286	PIQUETE_MT	408	Poste de Madera de M.T.	4
230526	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	5580287	VANO 3x50 Al. H	5580287	LAMT	1089	LAMT 13,2 kV	5
230527	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	AL810	PIQUETE AL810	5580289	PIQUETE_MT	408	Poste de Madera de M.T.	6
230528	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	5580290	VANO 3x50 Al. H	5580290	LAMT	1089	LAMT 13,2 kV	7
230529	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	AL198-002	PIQUETE AL198	77859917	PIQUETE_MT	422	Poste de H.A. de M.T.	8
230530	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	5580293	VANO 3x50 Al. H	5580293	LAMT	1089	LAMT 13,2 kV	9
230531	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	AL808	PIQUETE AL808	5580295	PIQUETE_MT	408	Poste de Madera de M.T.	10
230532	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	5580296	VANO 3x50 Al. H	5580296	LAMT	1089	LAMT 13,2 kV	11
230533	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	AL807	PIQUETE AL807	5580298	PIQUETE_MT	408	Poste de Madera de M.T.	12
230534	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	5580299	VANO 3x50 Al. H	5580299	LAMT	1089	LAMT 13,2 kV	13
230535	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	AL806	PIQUETE AL806	5580301	PIQUETE_MT	408	Poste de Madera de M.T.	14
230536	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	5580302	VANO 3x50 Al. H	5580302	LAMT	1089	LAMT 13,2 kV	15
230537	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	AL805	PIQUETE AL805	5580304	PIQUETE_MT	408	Poste de Madera de M.T.	16
230538	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	5580305	VANO 3x50 Al. H	5580305	LAMT	1089	LAMT 13,2 kV	17
230539	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	AL804	PIQUETE AL804	5580307	PIQUETE_MT	422	Poste de H.A. de M.T.	18
230540	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	73385570	VANO 3x50/8 Al/Ac. LP	73385570	LAMT	1089	LAMT 13,2 kV	19
230541	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	AL803	PIQUETE AL803	5580311	PIQUETE_MT	422	Poste de H.A. de M.T.	20
230542	88358214	13212A	MM71088075	TRONCAL	MEL-S13.126MO|S13.207MO|	32	73385569	VANO 3x50/8 Al/Ac. LP	73385569	LAMT	1089	LAMT 13,2 kV	21
230543	88358214	13212A	MM76692978	DEPENDIENTE	MEL-13103-9|13329-9|K13.213MO|	33	76692980	VANO 3x50 Al. H	76692980	LAMT	1089	LAMT 13,2 kV	1
230544	88358214	13212A	MM76692978	DEPENDIENTE	MEL-13103-9|13329-9|K13.213MO|	33	AL230	PIQUETE AL230	5582769	PIQUETE_MT	408	Poste de Madera de M.T.	2
230545	88358214	13212A	MM76692978	DEPENDIENTE	MEL-13103-9|13329-9|K13.213MO|	33	5582770	VANO 3x50 Al. H	5582770	LAMT	1089	LAMT 13,2 kV	3
230546	88358214	13212A	MM76692978	DEPENDIENTE	MEL-13103-9|13329-9|K13.213MO|	33	AL232	PIQUETE AL232	5582775	PIQUETE_MT	422	Poste de H.A. de M.T.	4
230547	88358214	13212A	MM76692978	DEPENDIENTE	MEL-13103-9|13329-9|K13.213MO|	33	5582776	VANO 3x50 Al. H	5582776	LAMT	1089	LAMT 13,2 kV	5
230548	88358214	13212A	MM76692978	DEPENDIENTE	MEL-13103-9|13329-9|K13.213MO|	33	100732260	VANO 3x50/8 Al/Ac. P. LP	100732260	LAMT	1089	LAMT 13,2 kV	6
230549	88358214	13212A	MM76692978	DEPENDIENTE	MEL-13103-9|13329-9|K13.213MO|	33	AP034-003	PIQUETE AP034	100732259	PIQUETE_MT	422	Poste de H.A. de M.T.	7
230550	88358214	13212A	MM76692978	DEPENDIENTE	MEL-13103-9|13329-9|K13.213MO|	33	100732262	VANO 3x50/8 Al/Ac. P. LP	100732262	LAMT	1089	LAMT 13,2 kV	9
230551	88358214	13212A	MM76692978	DEPENDIENTE	MEL-13103-9|13329-9|K13.213MO|	33	AP035-003	PIQUETE AP035	100732261	PIQUETE_MT	422	Poste de H.A. de M.T.	10
230552	88358214	13212A	MM76692978	DEPENDIENTE	MEL-13103-9|13329-9|K13.213MO|	33	100732264	VANO 3x50/8 Al/Ac. P. LP	100732264	LAMT	1089	LAMT 13,2 kV	11
230553	88358214	13212A	MM76692978	DEPENDIENTE	MEL-13103-9|13329-9|K13.213MO|	33	AP032-003	PIQUETE AP032	100732263	PIQUETE_MT	422	Poste de H.A. de M.T.	12
230554	88358214	13212A	MM76692978	DEPENDIENTE	MEL-13103-9|13329-9|K13.213MO|	33	100732265	VANO 3x50/8 Al/Ac. P. LP	100732265	LAMT	1089	LAMT 13,2 kV	13
230555	88358214	13212A	MM76692978	DEPENDIENTE	MEL-13103-9|13329-9|K13.213MO|	33	AP033-003	PIQUETE AP033	100732258	PIQUETE_MT	422	Poste de H.A. de M.T.	14
230556	88358214	13212A	MM76692978	DEPENDIENTE	MEL-13103-9|13329-9|K13.213MO|	33	100732270	VANO 3x50/8 Al/Ac. P. LP	100732270	LAMT	1089	LAMT 13,2 kV	15
230557	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	5582713	VANO 3x50/8 Al/Ac. H	5582713	LAMT	1089	LAMT 13,2 kV	1
230558	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	AL235	PIQUETE AL235	5582715	PIQUETE_MT	408	Poste de Madera de M.T.	2
230559	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	5582716	VANO 3x50/8 Al/Ac. H	5582716	LAMT	1089	LAMT 13,2 kV	3
230560	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	AL236	PIQUETE AL236	5582718	PIQUETE_MT	408	Poste de Madera de M.T.	4
230561	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	5582719	VANO 3x50/8 Al/Ac. H	5582719	LAMT	1089	LAMT 13,2 kV	5
230562	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	AN107-002	PIQUETE AN107	90120848	PIQUETE_MT	422	Poste de H.A. de M.T.	6
230563	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	5582722	VANO 3x50/8 Al/Ac. H	5582722	LAMT	1089	LAMT 13,2 kV	7
230564	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	AL238	PIQUETE AL238	5582724	PIQUETE_MT	408	Poste de Madera de M.T.	8
230565	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	5582725	VANO 3x50/8 Al/Ac. H	5582725	LAMT	1089	LAMT 13,2 kV	9
230566	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	AL239	PIQUETE AL239	5582727	PIQUETE_MT	408	Poste de Madera de M.T.	10
230567	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	5582728	VANO 3x50/8 Al/Ac. H	5582728	LAMT	1089	LAMT 13,2 kV	11
230568	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	AL240	PIQUETE AL240	5582730	PIQUETE_MT	408	Poste de Madera de M.T.	12
230569	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	5582731	VANO 3x50/8 Al/Ac. H	5582731	LAMT	1089	LAMT 13,2 kV	13
230570	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	AN106-002	PIQUETE AN106	90120847	PIQUETE_MT	422	Poste de H.A. de M.T.	14
230571	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	5582734	VANO 3x50/8 Al/Ac. H	5582734	LAMT	1089	LAMT 13,2 kV	15
230572	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	AL243	PIQUETE AL243	5582736	PIQUETE_MT	408	Poste de Madera de M.T.	16
230573	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	5582737	VANO 3x50/8 Al/Ac. H	5582737	LAMT	1089	LAMT 13,2 kV	17
230574	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	AL244	PIQUETE AL244	5582739	PIQUETE_MT	408	Poste de Madera de M.T.	18
230575	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	5582740	VANO 3x50/8 Al/Ac. H	5582740	LAMT	1089	LAMT 13,2 kV	19
230576	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	AL245	PIQUETE AL245	5582742	PIQUETE_MT	408	Poste de Madera de M.T.	20
230577	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	5582743	VANO 3x50/8 Al/Ac. H	5582743	LAMT	1089	LAMT 13,2 kV	21
230578	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	AN100-002	PIQUETE AN100	90120846	PIQUETE_MT	422	Poste de H.A. de M.T.	22
230579	88358214	13212A	MM5582711	DEPENDIENTE	MEL-13246-9|K13.123MO|	34	5582746	VANO 3x50/8 Al/Ac. H	5582746	LAMT	1089	LAMT 13,2 kV	23
230580	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	80276546	VANO 3x50/8 Al/Ac. H	80276546	LAMT	1089	LAMT 13,2 kV	1
230581	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	BE596	PIQUETE BE596	5581032	PIQUETE_MT	422	Poste de H.A. de M.T.	2
230582	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581033	VANO 3x25 Al. H	5581033	LAMT	1089	LAMT 13,2 kV	3
230583	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AK743	PIQUETE AK743	5581035	PIQUETE_MT	408	Poste de Madera de M.T.	4
230584	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581036	VANO 3x25 Al. H	5581036	LAMT	1089	LAMT 13,2 kV	5
230585	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AK744	PIQUETE AK744	5581038	PIQUETE_MT	408	Poste de Madera de M.T.	6
230586	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581039	VANO 3x25 Al. H	5581039	LAMT	1089	LAMT 13,2 kV	7
230587	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AK745	PIQUETE AK745	5581041	PIQUETE_MT	408	Poste de Madera de M.T.	8
230588	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581042	VANO 3x25 Al. H	5581042	LAMT	1089	LAMT 13,2 kV	9
230589	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AK746	PIQUETE AK746	5581044	PIQUETE_MT	408	Poste de Madera de M.T.	10
230590	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581045	VANO 3x25 Al. H	5581045	LAMT	1089	LAMT 13,2 kV	11
230591	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AK747	PIQUETE AK747	5581047	PIQUETE_MT	408	Poste de Madera de M.T.	12
230592	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581048	VANO 3x25 Al. H	5581048	LAMT	1089	LAMT 13,2 kV	13
230593	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AK748	PIQUETE AK748	5581050	PIQUETE_MT	408	Poste de Madera de M.T.	14
230594	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581051	VANO 3x25 Al. H	5581051	LAMT	1089	LAMT 13,2 kV	15
230595	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AK749	PIQUETE AK749	5581053	PIQUETE_MT	408	Poste de Madera de M.T.	16
230596	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581054	VANO 3x25 Al. H	5581054	LAMT	1089	LAMT 13,2 kV	17
230597	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AK750	PIQUETE AK750	5581056	PIQUETE_MT	408	Poste de Madera de M.T.	18
230598	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581057	VANO 3x25 Al. H	5581057	LAMT	1089	LAMT 13,2 kV	19
230599	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581191	VANO 3x25 Al. H	5581191	LAMT	1089	LAMT 13,2 kV	20
230600	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AK751	PIQUETE AK751	5581193	PIQUETE_MT	408	Poste de Madera de M.T.	21
230601	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AL248	PIQUETE AL248	5581059	PIQUETE_MT	408	Poste de Madera de M.T.	22
230602	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	90864069	VANO 3x25 Al. H	90864069	LAMT	1089	LAMT 13,2 kV	23
230603	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581194	VANO 3x25 Al. H	5581194	LAMT	1089	LAMT 13,2 kV	24
230604	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AK752	PIQUETE AK752	5581196	PIQUETE_MT	408	Poste de Madera de M.T.	25
230605	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581197	VANO 3x25 Al. H	5581197	LAMT	1089	LAMT 13,2 kV	26
230606	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AK753	PIQUETE AK753	5581199	PIQUETE_MT	422	Poste de H.A. de M.T.	27
230607	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581201	VANO 3x25 Al. H	5581201	LAMT	1089	LAMT 13,2 kV	28
230608	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AK754	PIQUETE AK754	5581203	PIQUETE_MT	408	Poste de Madera de M.T.	29
230609	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581205	VANO 3x25 Al. H	5581205	LAMT	1089	LAMT 13,2 kV	30
230610	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AK755	PIQUETE AK755	5581207	PIQUETE_MT	408	Poste de Madera de M.T.	31
230611	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581208	VANO 3x25 Al. H	5581208	LAMT	1089	LAMT 13,2 kV	32
230612	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AK756	PIQUETE AK756	5581210	PIQUETE_MT	408	Poste de Madera de M.T.	33
230613	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581211	VANO 3x25 Al. H	5581211	LAMT	1089	LAMT 13,2 kV	34
230614	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	AK757	PIQUETE AK757	5581213	PIQUETE_MT	408	Poste de Madera de M.T.	35
230615	88358214	13212A	MM80276544	TRONCAL	MEL-12179-9|12180-9|12208-9|12472-9|12477-9|K12.109MO|S12-0451|S12.105MO|Z12.400MO|	35	5581214	VANO 3x25 Al. H	5581214	LAMT	1089	LAMT 13,2 kV	36
